line_no,news_id,source,title,new_decision,new_category,new_risk_tier,changed
20303,6cbcd51c9ca5b034d554fc0af4f1525e,TASS,В Знаменской роще Курска установят памятник невинно убиенным,allow,NON_TOPICAL,green,True
20304,a72a1858c34425fde83256aa3462ec48,TASS,ТАСС: Уиткофф и Кушнер могут посетить Киев и Москву на следующей неделе,allow,NON_TOPICAL,green,True
20306,39c479c3cc0a49fe4179d55091af9130,TASS,Умер узбекский актер и режиссер Абдуманнон Убайдуллаев,allow,NON_TOPICAL,green,True
20401,e9c4f81d056b8e6bdf20dd27724f4baf,TASS,Уральца арестовали по делу о финансировании террористической организации,allow,NON_TOPICAL,green,True
20512,c11cb2ef12d14107447d59af9503d348,TASS,МИД Омана заявил о позитивном ходе переговоров по Ормузскому проливу,allow,NON_TOPICAL,green,True
20601,c0b665201de40e7478c9cea247f7302c,TASS,Фермеры Франции оценили ущерб от жары в несколько миллиардов евро,allow,NON_TOPICAL,green,True
20602,2b2503229188a2aad76059597ebdc405,TASS,Эксперт Шпиг заявил об угрозе дефицита воды Украине,allow,NON_TOPICAL,green,True
20603,19f8a0e24b8edcea1087bbbf9b2a9d0c,TASS,В трех точках Энгельса превышены нормы загрязняющих веществ в воздухе,allow,NON_TOPICAL,green,True
20605,533161e56c7d31714f3957747d181154,TASS,Дегтярев назвал Спартакиаду ключевым российским соревнованием,allow,NON_TOPICAL,green,True
20606,828a10811774c89e56323b4856cff59a,TASS,"Пашинян и Трамп считают, что Вашингтонский саммит привел к миру Еревана и Баку",allow,NON_TOPICAL,green,True
20607,91820105a304b2157097aeb2e2d3fd3a,TASS,В Мытищах к осени завершат второй этап благоустройства набережной Яузы,allow,NON_TOPICAL,green,True
20704,3ef98145af7bfda1ba8678253c928f7f,TASS,В Херсонской области мужчина подорвался на мине,allow,NON_TOPICAL,green,True
20902,3536103e5759bb7e5175c379320424c5,TASS,В Сочи предупредили о формировании смерчей над акваторией до 11 августа,allow,NON_TOPICAL,green,True
20903,bd161a310c959631821453dcc8fc3dc4,TASS,Вэнс заявил о прогрессе на переговорах с Ираном,allow,NON_TOPICAL,green,True
20906,813df538eb16f33b853969d48bde548e,TASS,"""Балтика"" нанесла ""Крыльям Советов"" первое поражение в сезоне",allow,NON_TOPICAL,green,True
20912,2b2503229188a2aad76059597ebdc405,TASS,Эксперт Шпиг заявил об угрозе дефицита воды на Украине,allow,NON_TOPICAL,green,True
21201,d577b9fbe2ea8fe9016b6386b728c3ff,TASS,Bloomberg: Украина и Запад могут встать перед необходимостью принять условия РФ,allow,NON_TOPICAL,green,True
21202,c9f44250492cf79c50a743c3762d583f,TASS,Рубио: США выделили $201 млн на стимулирование частных инвестиций в Закавказье,allow,NON_TOPICAL,green,True
21205,e4177d68a71a48e3335757a1ff24424f,TASS,ANSA: на юге Италии переселили почти 2 тыс. человек из-за сейсмической активности,allow,NON_TOPICAL,green,True
21301,4f84b63ed5b68fc1dd2f260d7eaa0d42,TASS,Рынок акций РФ отреагировал ростом на возможный визит Уиткоффа и Кушнера,allow,NON_TOPICAL,green,True
21401,3adc19b2b260e53184f9683cd538b9fb,TASS,В Кавказском заповеднике близ Сочи туристы встретили медведей,allow,NON_TOPICAL,green,True
21601,68d1b9b072d575ca277f5efd2102b820,TASS,В Китае эвакуировали более 420 тыс. человек из-за приближения тайфуна,allow,NON_TOPICAL,green,True
21602,fddfbe604dce1e9a65a16f23c65da0ed,TASS,В Красноярском крае нашли пропавшую при сплаве по реке семью,allow,NON_TOPICAL,green,True
21605,37a9fc6084147a67f6413c461e75c20e,TASS,Британию ожидает пятая волна жары,allow,NON_TOPICAL,green,True
21701,2d0510d947986af604fda42c2debf2ad,TASS,S7 проводит внутреннюю проверку после выкатывания самолета за ВПП в Норильске,allow,NON_TOPICAL,green,True
21702,171e8a85ee5ab29b32414be34a13f729,TASS,Вэнс: США надеются на возвращение довоенного объема поставок нефти через Ормуз,allow,NON_TOPICAL,green,True
21802,d4224d558dab3e2fbb10d58c9c810191,TASS,В Ленобласти в ДТП пострадали четыре человека,allow,,green,True
21901,2a6679094bec7368033ea4a8d0d8a16c,TASS,Правительственные войска Йемена провели военную операцию против хуситов,allow,PERSONAL_DATA,green,False
21902,10a560971bfc3a715dc8c75ddc0116a1,TASS,Церемония открытия Спартакиады народов России прошла в Екатеринбурге,allow,NON_TOPICAL,green,True
21903,59f2d5395b241b7576713fd1ecb78494,TASS,"Зеленский утверждает, что Украина получит от Сербии €2 млн на энергетику",allow,NON_TOPICAL,green,True
22001,2af4c22dcb2fc7be7811edd992a96bdf,TASS,В Псковской области увеличили поддержку участников мобильных огневых групп,allow,NON_TOPICAL,green,True
22003,11dab3da419a08af503181333878f3a4,TASS,Ненефтяной товарооборот ОАЭ со странами БРИКС увеличился в 2025 году,allow,NON_TOPICAL,green,True
22101,31716b466b2a2cf812e3575fa3db194e,TASS,"Медведев: Россия победит, что бы ни говорила фон дер Ляйен",allow,NON_TOPICAL,green,True
22201,3a5bc39c8613f03fb56287700096693b,TASS,"Хай-дайвер Истомин рассказал, что со временем разочаровался в Месси",allow,NON_TOPICAL,green,True
22202,4bcc8fe3d393519de50dcdc056368b3e,TASS,"Девочка из США с ""маской Бэтмена"" покидает Россию 13 августа",allow,NON_TOPICAL,green,True
22401,0fdd6190363f736bbc672ed8e21f433f,TASS,Экс-глава Верховного суда Венгрии принял предложение занять пост президента,allow,NON_TOPICAL,green,True
22402,685bcad1b66baf003c09ea469a6d8688,TASS,Хай-дайвер Истомин назвал шикарной Эйфелеву башню,allow,NON_TOPICAL,green,True
22403,6682b45e644f78c1e684e80cea1f4672,TASS,"ТАСС: фигурантам дела ""Облкоммунэнерго"" смягчили меру пресечения",allow,,green,False
22601,a7f773dfc969bff6e21372e482673ced,TASS,В Кузбассе в ДТП пострадали пять человек,allow,,green,True
22701,e10a818fe32b96cfc17963406a349e75,TASS,Ирина Безрукова временно прекратит участие в пяти спектаклях из-за травмы,allow,NON_TOPICAL,green,True
22704,0fdd6190363f736bbc672ed8e21f433f,TASS,Мадьяр: экс-глава Верховного суда Венгрии принял предложение занять пост президента,allow,NON_TOPICAL,green,True
22801,36ae63f2c540b360ef83bfc626723f94,TASS,Алиев и Трамп обсудили реализацию проекта TRIPP,allow,NON_TOPICAL,green,True
22901,4d120b7cbc7eb68b5adb99381ae3b69c,TASS,БелТА: в Киргизии ищут пропавших белорусских альпинистов,allow,NON_TOPICAL,green,True
23001,1b155bc8820d57b4d6a35a4db7083475,TASS,"Хай-дайвер Истомин признался, что поезд метро не мешал ему на ЧЕ",allow,NON_TOPICAL,green,True
23201,eacc8db3eae5c9395cb2250e72fc1520,TASS,В Екатеринбурге полностью восстановят водоснабжение вечером 9 августа,allow,NON_TOPICAL,green,True
23309,0fdd6190363f736bbc672ed8e21f433f,TASS,Мадьяр: экс-глава Верховного суда Венгрии согласился занять пост президента,allow,NON_TOPICAL,green,True
23401,6f1ac115821984a7877c2989b1da554f,TASS,В Дагестане двое детей утонули в озере,allow,NON_TOPICAL,green,True
23501,e78173ad3e23f31d431ff477326f68bf,TASS,Сын Байдена рассказал об ухудшении состояния экс-президента США из-за рака,allow,NON_TOPICAL,green,True
23701,341ce6a2459b80ecbe6d037ff1d96f60,TASS,Министры культуры БРИКС будут сотрудничать в сфере реституции культурных ценностей,allow,NON_TOPICAL,green,True
23702,2ae6c1d2d974656a2c079e5733df4ebd,TASS,"""Локомотив"" не смог прервать безвыигрышную серию, сыграв вничью с ""Акроном""",allow,NON_TOPICAL,green,True
23703,43301052b3f5a22c570bd0b770d04ebb,TASS,Замминистра культуры Алексеева: БРИКС выступила за этичное применение ИИ,allow,NON_TOPICAL,green,True
23803,9f20f71517f7526f67e5372e4aa6d3af,TASS,"В Вологодской области воссоздали события 10-11 веков на фестивале ""Небо славян""",allow,NON_TOPICAL,green,True
24002,39d63500cb219f337bf40d742c81085c,TASS,"Хай-дайвер Истомин рассказал, какой практикой пользуется для борьбы со страхом",allow,NON_TOPICAL,green,True
24102,cfde39315452606c3448c2c5aefdf021,TASS,Швейцария не видит противоречия между нейтралитетом и солидарностью с Киевом,allow,NON_TOPICAL,green,True
24201,3c4c6bc05fb1b930890d918caaf3c708,TASS,В Прикубанском округе Краснодара произошло аварийно отключение электроэнергии,allow,NON_TOPICAL,green,True
24202,e3e020ecf60b11b965a651d27eb9846b,TASS,В Свердловской области подросток устроил ДТП на автомобиле матери,allow,,green,True
24401,6f46c273f0aeaff6834a712561d9d2ed,TASS,Тофан: жители Молдавии тратят на азартные игры более $500 млн в год,allow,NON_TOPICAL,green,True
24402,5b021c29e9ca010881d51531384f5bea,TASS,Фидан: обязательства стран Мекканского соглашения совпадают со статьей 5 НАТО,allow,NON_TOPICAL,green,True
24403,3fa6078fbdcb932ec7704fced3f5b08b,TASS,СКА подписал контракт с хоккеистом Кныжовым,allow,NON_TOPICAL,green,True
24601,1a6f09a5011db82490e427ce1dd64d67,TASS,На Ставрополье опровергли информацию о краже ребенка в курортном парке,allow,NON_TOPICAL,green,True
24602,ba8825336348d176e4f95db5b5a80750,TASS,Россиянин Громадский стал чемпионом Европы по пятиборью,allow,NON_TOPICAL,green,True
24606,68866135425fa64dd85d3015ee9852d8,TASS,"Юран доволен стартом ""Урала"" в сезоне Первой лиги",allow,NON_TOPICAL,green,True
24701,c86118083e247a83c6fd357df23643fc,TASS,Фидан: Мекканское соглашение не содержит понятия общей угрозы,allow,NON_TOPICAL,green,True
24715,cfde39315452606c3448c2c5aefdf021,TASS,Швейцария не видит противоречия между нейтралитетом и солидарностью с Украиной,allow,NON_TOPICAL,green,True
24801,c571fc88f7df9d65ac86b141f35c9a53,TASS,БРИКС перейдет к долгосрочным культурным проектам,allow,NON_TOPICAL,green,True
24802,faba9ef21dd583ee044d09192ca30c2f,TASS,"Мартиросов: Liga Pro Team ""перемудрила"" в финале по фиджитал-шутерам",allow,NON_TOPICAL,green,True
24901,75a821bdd47bc7fe858e834a86349378,TASS,Фидан: Турция передала сторонам конфликта на Украине предложение о моратории на бои,allow,NON_TOPICAL,green,True
25001,05d001ff140e76ca05a3f4868825ddb7,TASS,В Москве на еще восьми набережных открыли движение после триатлона,allow,NON_TOPICAL,green,True
25002,68c1c6eaa58b99b40d8836e6dfe2468b,TASS,Фидан отметил интерес нескольких стран к Мекканскому союзу,allow,NON_TOPICAL,green,True
25201,f83b204fc3b310981d619e3ed1ea9205,TASS,BFMTV: во Франции уровень воды в Луаре достиг критической отметки,allow,NON_TOPICAL,green,True
25202,24699ad7c229d69bb4f892ccecde4499,TASS,В Иране предостерегли страны Мекканского соглашения от действий против Тегерана,allow,NON_TOPICAL,green,True
25206,75a821bdd47bc7fe858e834a86349378,TASS,Фидан: Турция предложила сторонам конфликта на Украине мораторий на бои,allow,NON_TOPICAL,green,True
25501,c3c03a00e80099e2911157aae57456c7,TASS,В Прикубанском округе Краснодара восстановили электроснабжение,allow,NON_TOPICAL,green,True
25502,b758613ed8f4f158b19bcb71a6e2d257,TASS,Фидан призвал к международной изоляции Израиля за агрессию в Газе,allow,,green,False
25601,23f90f5ac3936b38233b7908db5baa0e,TASS,Bild: из ФРГ выслали около 400 россиян с февраля 2022 года,allow,NON_TOPICAL,green,True
25701,1e30cb370b7a3b6157b3b56106ee5cbd,TASS,"Дмитриев: ЕС столкнулся с энергокризисом, который сам же и спровоцировал",allow,,green,True
25801,7a6302ba3d02ce589a4ecb40a998ae42,TASS,"""Шаляпин-фестиваль"" собрал свыше 1 тыс. человек",allow,NON_TOPICAL,green,True
26102,4a5e87cfa74ca2d72bd4c0344eb802d0,TASS,В Южной Осетии почтили память военного летчика Владимира Едаменко,allow,NON_TOPICAL,green,True
26103,53bcc81cf8b8cf19f77cba0787e3f285,TASS,В Нальчике сгорела кровля многоквартирного дома,allow,NON_TOPICAL,green,True
26105,cb28c9ace9c3d12ec0aece0be8efa668,TASS,Bloomberg: США добиваются выхода нефтяного магната из проектов в Венесуэле,allow,NON_TOPICAL,green,True
26501,cd2053ef4fd18f1b5d6f9704aa61646c,TASS,Депутат Колесник предложил Польше вернуть освобожденные Красной армией земли,allow,NON_TOPICAL,green,True
27001,f7fb932f1e7e93b73152fbaf9216b84d,TASS,"Фанаты белградской ""Црвены Звезды"" выступили против приезда Зеленского",allow,NON_TOPICAL,green,True
27002,a8a59f974b4393df7941ae7349dbafc3,TASS,На части набережных Москвы открыли движение после соревнований по триатлону,allow,NON_TOPICAL,green,True
27003,78599da577a1524697ded7895410b91a,TASS,Bild: АдГ продолжает уверенно лидировать в рейтинге партий ФРГ,allow,NON_TOPICAL,green,True
27005,b6739d439e4bc7b3a57a4440e62f517a,TASS,"NYT: у США осталось менее 1,7 тыс. ракет для Patriot из-за операции против Ирана",allow,NON_TOPICAL,green,True
27305,a833054664f6520f2bcfc711f9b24ee7,TASS,На Земле днем наблюдалась неожиданная слабая магнитная буря,allow,NON_TOPICAL,green,True
27402,ea048596917373e8880524e5df19be65,TASS,"Al Hadath: в Ираке арестовали членов группировки, готовивших атаку на соседнюю страну",allow,NON_TOPICAL,green,True
27403,6a78412de7285caa41cc24b809b9791d,TASS,На участке Дуная в Болгарии уровень воды опустился до рекордно низкого,allow,NON_TOPICAL,green,True
27501,4c8e8edc9201e9944990b93145b93022,TASS,В Тверской области прошел заезд на 20 км в рамках многодневной велогонки,allow,NON_TOPICAL,green,True
27609,a833054664f6520f2bcfc711f9b24ee7,TASS,На Земле днем наблюдалась слабая магнитная буря,allow,NON_TOPICAL,green,True
27703,ced679088b0f7020928c22b0ebc1784f,TASS,В Махачкале при падении лифта пострадали четыре человека,allow,NON_TOPICAL,green,True
28001,9faf3941adc63b2476bf0bf36ad6eadc,TASS,СК начал проверку после падения лифта в Махачкале,allow,NON_TOPICAL,green,True
28502,3160ae88afbd003ecd72ddb144217b4a,TASS,"Зеленский: Киеву понадобится не менее года, чтобы начать производство Patriot",allow,NON_TOPICAL,green,True
28601,44a891a6d97045751f5665903d29f5bc,TASS,"Путин отметил мужество строителей, работающих в Донбассе и Новороссии",allow,NON_TOPICAL,green,True
28602,94ea4e4946d2279e0b27d9d384945dbf,TASS,Сорвавшийся в Махачкале пассажирский лифт был перегружен,allow,NON_TOPICAL,green,True
28603,cfd24750521538a570c9ed5259bf4ea2,TASS,Путин: в России за 10 лет введено более 955 млн кв. м жилья,allow,NON_TOPICAL,green,True
28606,721b0e2a13ecca255344d1b2d3a3818a,TASS,В Санкт-Петербурге почтят память героев Ленинградской битвы,allow,NON_TOPICAL,green,True
