line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
941,ctrl-1177,CONTROL::rus_news_classifier,"Певцу Эдуарду Шарлоту, который публично сжег паспорт гражданина России, грозят многотысячные штрафы",hard_block,review,,yellow,True,unknown_topic
942,ctrl-1115,CONTROL::rus_news_classifier,"В будущем человечество может столкнуться с еще более опасной инфекцией, чем COVID-19, вызываемый коронавирусом SARS-CoV-2, заявил «Вечерней Москве» доктор медиц",allow,review,,yellow,True,unknown_topic
944,ctrl-16,CONTROL::lenta_kaggle,"Массовое подключение лейбористов к Интернету В то время как премьер-министр Великобритании Тони Блэр публично заявляет, что не в состоянии пользоваться компьюте",allow,review,,yellow,True,unknown_topic
945,ctrl-92,CONTROL::lenta_kaggle,"В Швейцарии заморожены счета Бориса Березовского Находящиеся в Швейцарии личные банковские счета Бориса Березовского,обнаруженные швейцарскими правоохранительны",hard_block,hard_block,,red,False,fio:Бориса Березовского Находящиеся
946,ctrl-965,CONTROL::rus_news_classifier,Французский модельер Жан-Поль Готье объявил о своем прощальном дефиле,skip,review,,yellow,True,unknown_topic
947,ctrl-289,CONTROL::rus_news_classifier,"Некоторые переболевшие коронавирусом испытывают на себе долгосрочные последствия болезни, которые не проходят даже через несколько месяцев после выздоровления",hard_block,review,,yellow,True,unknown_topic
948,ctrl-191,CONTROL::lenta_kaggle,"Угроза взрыва торгового комплекса ""Охотный Ряд"" В пятницу около12 часов дня в московскую милицию поступило сообщение о заложенномвзрывном устройстве в помещении",hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
949,ctrl-311,CONTROL::rus_news_classifier,"Генеральный секретарь Организации стран — экспортеров нефти (ОПЕК) Мухаммед Баркиндо сообщил, что возможностей заменить российскую нефть на глобальном рынке нет",review,allow,,green,True,primary:labor_economy
950,ctrl-1057,CONTROL::rus_news_classifier,Число госпитализированных детей из республиканской школы-интерната в Кызыле (Республика Тыва) выросло до 74,allow,allow,,green,False,primary:social
951,ctrl-397,CONTROL::rus_news_classifier,Россия отказалась открывать наземную границу с Белоруссией для свободного передвижения,allow,review,,yellow,True,unknown_topic
952,ctrl-114,CONTROL::lenta_kaggle,"В Киргизии освобождены трое заложников Трое заложников освобождены минувшей ночью на юге Киргизии,в Чон-Алайском районе Ошской области, где с 22августа продолжа",hard_block,review,,yellow,True,unknown_topic
954,ctrl-814,CONTROL::ru_ethno_hate,"Этьен, сурово ты с мигрантами",review,review,,yellow,False,unknown_topic
955,ctrl-9,CONTROL::lenta_kaggle,"Юрий Лужков: отставка Ельцина ""достаточно реальна"" Мэру Москвы Юрию Лужкову вероятность отставки президента и проведения в России досрочных президентских выборо",allow,allow,,green,True,"body_density:10.00,abs:2"
956,ctrl-72,CONTROL::lenta_kaggle,Биньямина Нетаниягу подозревают в финансовых махинациях Израильская полиция более семи часов допрашивала вчера бывшего премьер-министра Биньямина Нетаниягу и ег,review,review,,yellow,False,unknown_topic
958,ctrl-918,CONTROL::ru_ethno_hate,"В Российской Федерации проживает 40 коренных малочисленных народов Севера, Сибири и Дальнего Востока, общая численность которых составляет около 244 тысяч челов",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
959,ctrl-557,CONTROL::ru_ethno_hate,"Андрюша, забей болт на евразийство",review,review,,yellow,False,unknown_topic
960,ctrl-1225,CONTROL::lenta_kaggle,Пакистаном будет править Национальный совет безопасности В минувшее воскресенье в Пакистане генерал Первез Мушарраф объявил о создании Национального совета безо,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
1061,ctrl-1322,CONTROL::lenta_kaggle,"РТР прославит налоговую полицию в 52-х сериях Проект художественного телесериала, посвященного будням налоговыхполицейских, представят сегодня журналистам созда",hard_block,review,,yellow,True,unknown_topic
1062,ctrl-1414,CONTROL::rus_news_classifier,Выручка Microsoft за второй квартал 2019 финансового года оказалась выше прогнозируемой,hard_block,review,,yellow,True,unknown_topic
1063,ctrl-108,CONTROL::lenta_kaggle,"Руководство ""Дальэнерго"" обвиняет администрацию Приморья во лжи 4 октября на пресс-конференции во Владивостоке первыйвице-губернатор Приморья Константин Толстош",allow,allow,,green,False,primary:labor_economy
1064,ctrl-1466,CONTROL::rus_news_classifier,Исследователи из США создали миниатюрную многофункциональную систему редактирования генома,allow,review,,yellow,True,unknown_topic
1065,ctrl-783,CONTROL::rus_news_classifier,"Новосибирский гарнизонный военный суд приговорил к семи годам лишения свободы рядового Сергея Жукова за ряд преступлений, совершенных им после самовольного уход",hard_block,hard_block,,red,False,"военн,source:CONTROL::rus_news_classifier"
1066,ctrl-1014,CONTROL::rus_news_classifier,"Жительница английского города Шеффилд Сара Баррасс, которую социальные службы характеризовали как примерную и заботливую мать, убила двух сыновей и готовила пок",hard_block,hard_block,,red,False,fio:Шеффилд Сара Баррасс
1067,ctrl-100,CONTROL::lenta_kaggle,"Новые джипы Toyota станут вдвое экономичнее Революцию в семействе мощных, но чрезмерно прожорливых джипов обещает японская корпорация Toyota, которая на этой не",review,review,,yellow,False,unknown_topic
1068,ctrl-35,CONTROL::lenta_kaggle,"Завершился первый этап программы ""Интернет"" Фонда Сороса С 11 по 13 октября известный финансист Джордж Сорос посетил Калининград, чтобы принять личное участие в",allow,review,,yellow,True,unknown_topic
1069,ctrl-208,CONTROL::lenta_kaggle,"Государство хочет контролировать Интернет ""Интерфакс"" передал сегодня, что глава Гостелекома РФ ЛеонидРейман высказался за установление госконтроля за деятельно",review,review,,yellow,False,unknown_topic
1070,ctrl-1085,CONTROL::ru_ethno_hate,Лыжница Елена Санникова и команда биатлонистов первыми из <b>белорусов</b> вступят в борьбу за награды Олимпиады-2014,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
1071,ctrl-25,CONTROL::lenta_kaggle,"Наезд на Стивена Кинга может стоить 10 лет жизни 30 сентября шоферу микроавтобуса, который в июне этого года сбил всемирно известного писателя Стивена Кинга, бы",hard_block,review,,yellow,True,unknown_topic
1072,ctrl-926,CONTROL::rus_news_classifier,"Главный врач лаборатории «Гемотест» Максим Маскин сообщил, что в некоторых энергетиках кофеина в 6-12 раз больше, чем в чашке кофе",review,review,,yellow,False,unknown_topic
1073,ctrl-127,CONTROL::lenta_kaggle,"Военные США боятся новых прививок от сибирской язвы Согласно изданному в 1998 году приказу министра обороны Уильяма Коэна, все 2,4 миллиона военных, резервистов",hard_block,hard_block,,red,True,"военн,source:CONTROL::lenta_kaggle"
1074,ctrl-1265,CONTROL::ru_ethno_hate,"sergey mogilev, <br/> а у вас это в крови ??? ..",review,skip,NON_TOPICAL,green,True,"l0_filtered,l0_non_ru_skip"
1075,ctrl-10,CONTROL::lenta_kaggle,Network Solutions поделилась правом на регистрацию доменов Компания Network Solutions Inc,allow,skip,NON_TOPICAL,green,True,"l0_filtered,l0_non_ru_skip"
1076,ctrl-709,CONTROL::ru_ethno_hate,"DiP (23.02.2014 - 14:28) писал:Судя по минусам под постом, на куликовском поле пятеро из участников форума были бы на стороне татар, и двое - на русской",allow,review,,yellow,True,unknown_topic
1077,ctrl-483,CONTROL::rus_news_classifier,"Российский турист побывал в Крыму и удивился одной распространенной схеме обмана, которая до сих пор существует в Бахчисарае",review,review,,yellow,False,unknown_topic
1078,ctrl-710,CONTROL::ru_ethno_hate,"Сообщение от iorgens <b>беларусы</b> славяне так-то,а русские-угро финны(мордва)плюс азиатские крови о блин",review,review,,yellow,False,unknown_topic
1079,ctrl-967,CONTROL::ru_ethno_hate,"Говорил, заговаривался, говорил <br/> и опять говорил без умолку, <br/> и подобья каких-то невидимых крыл <br/> пробегали за шторой по шелку",allow,review,,yellow,True,unknown_topic
1080,ctrl-322,CONTROL::rus_news_classifier,Российский тревел-блогер побывал в Монголии и рассказал о культе грудного молока в стране,allow,review,,yellow,True,unknown_topic
1181,ctrl-1342,CONTROL::rus_news_classifier,Россиян ожидают длинные выходные с 11 по 13 июня и последующая четырехдневная рабочая неделя в связи с празднованием Дня России 12 июня,review,review,,yellow,False,unknown_topic
1183,ctrl-788,CONTROL::lenta_kaggle,"В Севастополе отключают Черноморский флот Севастополю на треть уменьшили лимит поступающей электроэнергии, из-за чего в городе начали отключать объекты Черномор",hard_block,review,,yellow,True,unknown_topic
1184,ctrl-343,CONTROL::rus_news_classifier,"На медиаприставках SberBox, смарт-дисплеях SberPortal, а также устройствах под управлением операционной системы «‎Салют ТВ» появилась эксклюзивная среди других ",hard_block,review,,yellow,True,unknown_topic
1185,ctrl-1144,CONTROL::lenta_kaggle,"55 пассажиров пострадали в результате аварии британского авиалайнера Более двухсот английских туристов, летевших на аэробусе Boeing-757, потерпели крушение в аэ",hard_block,review,,yellow,True,unknown_topic
1187,ctrl-1293,CONTROL::lenta_kaggle,"Землетрясение в Греции Сегодня днем в столице Греции произошло землетрясение силой 5,9 балла по шкале Рихтера",allow,skip,,green,True,out_of_scope:disaster
1188,ctrl-721,CONTROL::ru_ethno_hate,"Ласточка!!!Ты о чём говоришь?Какая нахер независимость??!!!!! <br/> Там власть,жирный кусок,флот,границы.Ты где летаешь?!!!О какой любви речь? <br/> Этносостав ",review,review,,yellow,False,unknown_topic
1190,ctrl-1038,CONTROL::ru_ethno_hate,"<a href=\http://vk.com/yuzuru_hanyu\"" target=\""_blank\""><u>http://vk.com/yuzuru_hanyu</u></a> Yuzuru Hanyu | Official Group Международный <b>русскоязычный</b> ф",hard_block,skip,NON_TOPICAL,green,True,"l0_filtered,l0_non_ru_skip"
1191,ctrl-1077,CONTROL::rus_news_classifier,Жена канадского певца Джастина Бибера Хейли Бибер снялась в откровенном образе для рекламы собственного бренда уходовой косметики Rhode,hard_block,hard_block,,red,False,fio:Джастина Бибера Хейли
1192,ctrl-855,CONTROL::rus_news_classifier,После успеха сериала «Полицейский с Рублевки» российский актер Александр Петров начал страдать от звездной болезни,skip,review,,yellow,True,unknown_topic
1193,ctrl-1306,CONTROL::lenta_kaggle,Федеральные войска уничтожают боевиков в Горагорском ущелье Окруженная накануне в Горагорском ущелье группировка боевиков количеством до 300 человек оказывает а,hard_block,review,,yellow,True,unknown_topic
1194,ctrl-1029,CONTROL::rus_news_classifier,"Новые санкции, которые были анонсированы Британией в отношении России, никак не повлияют на жизнь простых граждан",review,review,SANCTIONS,yellow,True,"primary:labor_economy,sanctions_allow_gate"
1195,ctrl-574,CONTROL::ru_ethno_hate,"RT @Alibasov_Bari: Сочи2014- место встречи чукчей, коряков и <b>нанайцев</b> #нана #nana #nanax <a href=\http://t.co/g08AnDc6sZ\"" target=\""_blank\""><u>http://t.",skip,review,,yellow,True,unknown_topic
1196,ctrl-870,CONTROL::lenta_kaggle,"Открылась конференция ""Развитие российского сегмента сети Интернет"" 6 октября в отеле ""Аэростар"" в Москве открывается конференция ""Развитие российского сегмента",hard_block,review,,yellow,True,unknown_topic
1197,ctrl-1031,CONTROL::lenta_kaggle,"Испанским властям надоело дело Пиночета Как сообщает РИА ""Новости"", накануне заседания лондонского суда, который должен решить вопрос о выдаче находящегося в Ан",allow,review,,yellow,True,unknown_topic
1198,ctrl-1433,CONTROL::ru_ethno_hate,"«…«…Это ведь дело случая, тут уж как и где попадешь под руку <br/> нашим специфическим «патриотам",review,review,,yellow,False,unknown_topic
1200,ctrl-1300,CONTROL::lenta_kaggle,"Дочь Мухаммеда Али дебютирует на ринге Лейла Али, дочь известного боксера-тяжеловеса Мухаммеда Али, дебютирует в том же бизнесе, в котором стал известен ее отец",hard_block,hard_block,,red,True,fio:Дочь Мухаммеда Али
1201,609320a4f1af56a7c5540beb7722986c,TASS,"""Страна"": сотрудники военкомата разбили голову украинцу при попытке мобилизации",hard_block,hard_block,,red,False,мобилизац
1202,2d69a4c49d1ab883af73e8de3a34d4b4,TASS,Юношеская сборная России по дзюдо готовится в Бразилии к первенству мира,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
1203,8e815df69976b9bb31b3b79b70b0e074,TASS,В Курской области поднявшему заминированную коробку оторвало две ноги и руку,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
1204,0cfab363fbda0fc89f9f7a50eedf1f7a,TASS,Лушников: вертолеты эффективнее дронов в борьбе с БПЛА над территорией РФ,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
1301,ctrl-516,CONTROL::ru_ethno_hate,"Восхитительно! РашкоСМИ, визжа уже фальцетом, обвиняют Януковича в том, что он сдал Киев и не расстрелял всех, как диды",review,review,,yellow,False,unknown_topic
1303,ctrl-791,CONTROL::rus_news_classifier,Более 80 человек пострадали при пожаре в доме престарелых в Милане,hard_block,hard_block,FIRE,red,True,manual_fire_hard_block
1304,ctrl-1240,CONTROL::lenta_kaggle,Евросоюз начинает борьбу с отмыванием денег Новый комиссар юстиции и Внутренних дел Евросоюза Антонио Виторино намерен провести заседание Европейского Союза на ,hard_block,hard_block,,red,False,fio:Евросоюза Антонио Виторино
1305,ctrl-95,CONTROL::lenta_kaggle,"США хотят сделать паузу в кредитовании России США выступают против предоставления России новых кредитов Международного валютного фонда, пока не будет подготовле",allow,allow,,green,False,primary:geopolitics
1307,ctrl-900,CONTROL::rus_news_classifier,"Российская винтовка СВЛК-14С «Сумрак», считающаяся самой дальнобойной в мире, впервые была использована в ходе спецоперации на Украине",review,review,,yellow,False,unknown_topic
1308,ctrl-138,CONTROL::lenta_kaggle,"В Восточном Тиморе убивают сотрудников ООН Анархия в Восточном Тиморе, последовавшая за референдумом по вопросу о независимости Восточного Тимора, достигла крит",hard_block,review,,yellow,True,unknown_topic
1310,ctrl-1042,CONTROL::ru_ethno_hate,",,,,Бедная Украина - все рвут её в разные стороны! Путин ошибку допустил: Договор по Крыму (ХРУЩЕВСКИЙ), обуславливает акцент, что если Украина выходит из соста",allow,review,,yellow,True,unknown_topic
1311,ctrl-999,CONTROL::ru_ethno_hate,"Артур, я читаю вот это все и падаю в истерическом смехе...",review,review,,yellow,False,unknown_topic
1312,ctrl-1349,CONTROL::lenta_kaggle,"Россия — Украина: ничья 1:1, Франция выиграла у Исландии В субботу 9 октября на Большой спортивной арене московского стадиона ""Лужники"" проходит матч между футб",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
1313,ctrl-377,CONTROL::rus_news_classifier,Звезда фильма «Достать ножи» Ана Де Армас завела роман с руководителем платформы для романтических знакомств Tinder Полом Букадакисом,allow,hard_block,,red,True,fio:Ана Де Армас
1314,ctrl-1068,CONTROL::rus_news_classifier,"В Италии 21-летняя женщина обратилась к врачу с жалобой на отеки ног, оказалась в реанимации и узнала, что она беременна уже восемь месяцев",allow,review,,yellow,True,unknown_topic
1315,ctrl-1066,CONTROL::lenta_kaggle,Обыск в Собинбанке: изъято 6 килограммов золота В среду сотрудники Управления по борьбе с экономическими преступлениями Москвы завершили обыски в арбатском отде,skip,review,,yellow,True,unknown_topic
1316,ctrl-992,CONTROL::lenta_kaggle,"MP3 виноват в снижении продаж на рынке звукозаписи Международная федерация индустрии звукозаписи (IFPI) опубликовала отчет, согласно которому объем продаж музык",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
1317,ctrl-1297,CONTROL::lenta_kaggle,"ЕС хочет заставить адвокатов доносить на клиентов Планы Европейского союза принять закон, согласно которому адвокаты, доверенные лица и посредники при малейшем ",allow,review,,yellow,True,unknown_topic
1318,ctrl-173,CONTROL::lenta_kaggle,"Владимир Путин: авиаудары по Чечне будут продолжаться Премьер-министр РФ Владимир Путин сегодня на пресс-конференции в столице Казахстана Астане, куда он прибыл",hard_block,allow,,green,True,"body_density:8.70,abs:2"
1319,ctrl-475,CONTROL::rus_news_classifier,"Самолет авиакомпании «Ютэйр», летевший по маршруту Москва — Иркутск, совершил экстренную посадку после сигнала о разгерметизации кабины",hard_block,review,,yellow,True,unknown_topic
1320,ctrl-352,CONTROL::rus_news_classifier,"Глава Чечни Рамзан Кадыров прочитал книгу «Соединенные Штаты Америки: Преступления во внутренней и внешней политике» и порассуждал о США, проведя параллели с на",hard_block,allow,,green,True,primary:geopolitics
1321,2a9a72bd709097371f35b945f436296f,TASS,Миронов назвал атаку ВСУ на Белгород очередным преступлением Киева,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
1322,410630fb2b9a91e67bcd4144941a8687,TASS,"Гол Головина помог ""Монако"" обыграть ""Ливерпуль"" в товарищеском матче",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
1323,faa63d35e9227f2e03c73706b2c1c3d8,TASS,В Севастополе после атаки ВСУ загорелась трава,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
1421,ctrl-58,CONTROL::lenta_kaggle,Авиация США сбрасывает бетон на военные объекты Ирака В ходе продолжающихся бомбардировок иракской территории ВВС США начали применять новое оружие - бетонные б,hard_block,hard_block,WAR,red,True,manual_war_hard_block
1422,ctrl-1277,CONTROL::rus_news_classifier,"Стоматолог Анна Петерсон (Anna Peterson) из Лондона рассказала, почему нельзя завтракать перед чисткой зубов, она поделилась советами в своем аккаунте в TikTok",hard_block,hard_block,,red,True,fio:Стоматолог Анна Петерсон
1423,ctrl-37,CONTROL::lenta_kaggle,"Один из лидеров ""АУМ Синрике"" будет повешен К смертной казни через повешение приговорен в четверг один из активных боевиков японской секты ""АУМ Синрике"" Масато ",review,review,,yellow,False,unknown_topic
1425,ctrl-382,CONTROL::rus_news_classifier,"Индийские врачи предупредили, что употребление молока и молочных продуктов может представлять серьезную опасность",hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
1426,ctrl-1095,CONTROL::rus_news_classifier,В Крыму планируют выращивать редкий вид абрикосов,allow,review,,yellow,True,unknown_topic
1427,ctrl-1004,CONTROL::rus_news_classifier,Российский стилист и телеведущий Владислав Лисовец назвал главные модные тренды на зиму 2023 года,hard_block,review,,yellow,True,unknown_topic
1428,ctrl-993,CONTROL::lenta_kaggle,Эпидемия менингитной лихорадки в Волгограде усиливается За последние два дня в Волгограде зарегистрировано 17 новых случаев заболевания менингитом,allow,allow,,green,False,primary:social
1429,ctrl-532,CONTROL::ru_ethno_hate,RT @LyulkoAlexander: Чтобы не было кровопролития в Украине нужно русским совместно с <b>малороссами</b> самим создавать свою народн,review,hard_block,ETHNIC_RELIGIOUS,red,True,manual_ethno_hate_containment
1430,ctrl-917,CONTROL::ru_ethno_hate,von@baden (30 Январь 2014 - 12:37) писал: <br/> <br/>пеликен (30 Январь 2014 - 11:59) писал: <br/> <br/>Ludwig_Gangofer (29 Январь 2014 - 16:41) писал: <br/> <b,review,review,,yellow,False,unknown_topic
1431,ctrl-253,CONTROL::rus_news_classifier,Пресс-секретарь президента России Дмитрий Песков прокомментировал заражение бывшего премьер-министра Италии Сильвио Берлускони коронавирусом нового типа,allow,review,,yellow,True,unknown_topic
1433,ctrl-1465,CONTROL::rus_news_classifier,Европейская часть России может зарасти борщевиком в скором времени из-за изменения климата,review,review,,yellow,False,unknown_topic
1434,ctrl-828,CONTROL::lenta_kaggle,Константин Эрнст возглавил ОРТ На состоявшемся в минувшую среду внеочередном собрании акционеров ОРТ генеральным директором телекомпании был назначен Константин,allow,review,,yellow,True,unknown_topic
1435,ctrl-1143,CONTROL::rus_news_classifier,Звезду сериала «Игра престолов» 27-летнюю актрису Софи Тернер заметили целующейся с английским аристократом на фоне новостей о разводе с 34-летним музыкантом Дж,hard_block,review,,yellow,True,unknown_topic
1436,ctrl-875,CONTROL::lenta_kaggle,"Банк Эстонии печатает дополнительные деньги из-за боязни ""Ошибки-2000"" Банк Эстонии в связи со сменой тысячелетия вдвое увеличивает находящуюся в обороте наличн",review,review,,yellow,False,unknown_topic
1438,ctrl-1298,CONTROL::lenta_kaggle,России придется выплатить МВФ почти 300 миллионов долларов В октябре России придется выплатить МВФ чуть меньше 300 миллионов долларов в виде процентов за ранее ,allow,review,,yellow,True,unknown_topic
1439,ctrl-499,CONTROL::rus_news_classifier,"Москва будет смотреть на то, какими окажутся действия правительства Афганистана, объявленного движением «Талибан» (запрещенная в России террористическая организ",allow,review,,yellow,True,unknown_topic
1440,ctrl-953,CONTROL::rus_news_classifier,"Американская актриса кино и телевидения, бизнесвумен Гвинет Пэлтроу снялась в откровенном образе для американского журнала Bustle",skip,review,,yellow,True,unknown_topic
